split,split_position,dataset_index,label,label_name,path
train,5435,3102,1,Forest,data/EuroSAT_MS/Forest/Forest_1090.tif
train,5436,14064,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_1056.tif
train,5437,9692,3,Highway,data/EuroSAT_MS/Highway/Highway_1621.tif
train,5438,3819,1,Forest,data/EuroSAT_MS/Forest/Forest_1736.tif
train,5439,12988,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_2338.tif
train,5440,19201,7,Residential,data/EuroSAT_MS/Residential/Residential_163.tif
train,5441,24675,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_1606.tif
train,5442,5771,1,Forest,data/EuroSAT_MS/Forest/Forest_793.tif
train,5443,9531,3,Highway,data/EuroSAT_MS/Highway/Highway_1477.tif
train,5444,15572,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_613.tif
train,5445,21655,8,River,data/EuroSAT_MS/River/River_1138.tif
train,5446,25116,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_2002.tif
train,5447,16857,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1770.tif
train,5448,14844,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_1759.tif
train,5449,2801,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_82.tif
train,5450,23654,8,River,data/EuroSAT_MS/River/River_688.tif
train,5451,10721,3,Highway,data/EuroSAT_MS/Highway/Highway_298.tif
train,5452,19368,7,Residential,data/EuroSAT_MS/Residential/Residential_1780.tif
train,5453,23886,8,River,data/EuroSAT_MS/River/River_897.tif
train,5454,5155,1,Forest,data/EuroSAT_MS/Forest/Forest_2939.tif
train,5455,12088,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_1528.tif
train,5456,10443,3,Highway,data/EuroSAT_MS/Highway/Highway_2298.tif
train,5457,22053,8,River,data/EuroSAT_MS/River/River_1497.tif
train,5458,3615,1,Forest,data/EuroSAT_MS/Forest/Forest_1552.tif
train,5459,21056,7,Residential,data/EuroSAT_MS/Residential/Residential_6.tif
train,5460,196,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1175.tif
train,5461,4147,1,Forest,data/EuroSAT_MS/Forest/Forest_2030.tif
train,5462,13360,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_422.tif
train,5463,18186,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_716.tif
train,5464,3310,1,Forest,data/EuroSAT_MS/Forest/Forest_1278.tif
train,5465,18198,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_727.tif
train,5466,11311,3,Highway,data/EuroSAT_MS/Highway/Highway_829.tif
train,5467,22366,8,River,data/EuroSAT_MS/River/River_1779.tif
train,5468,1506,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2354.tif
train,5469,10799,3,Highway,data/EuroSAT_MS/Highway/Highway_368.tif
train,5470,15077,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_1969.tif
train,5471,17164,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2046.tif
train,5472,15106,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_1995.tif
train,5473,25629,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_2465.tif
train,5474,10296,3,Highway,data/EuroSAT_MS/Highway/Highway_2165.tif
train,5475,26011,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_2809.tif
train,5476,17812,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_38.tif
train,5477,24307,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_1275.tif
train,5478,4104,1,Forest,data/EuroSAT_MS/Forest/Forest_1993.tif
train,5479,17338,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2202.tif
train,5480,7027,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1923.tif
train,5481,7211,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2089.tif
train,5482,5157,1,Forest,data/EuroSAT_MS/Forest/Forest_2940.tif
train,5483,4174,1,Forest,data/EuroSAT_MS/Forest/Forest_2055.tif
train,5484,11422,3,Highway,data/EuroSAT_MS/Highway/Highway_929.tif
train,5485,87,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1077.tif
train,5486,11153,3,Highway,data/EuroSAT_MS/Highway/Highway_687.tif
train,5487,5856,1,Forest,data/EuroSAT_MS/Forest/Forest_87.tif
train,5488,19831,7,Residential,data/EuroSAT_MS/Residential/Residential_2197.tif
train,5489,15772,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_794.tif
train,5490,11146,3,Highway,data/EuroSAT_MS/Highway/Highway_680.tif
train,5491,7941,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2746.tif
train,5492,9818,3,Highway,data/EuroSAT_MS/Highway/Highway_1735.tif
train,5493,3321,1,Forest,data/EuroSAT_MS/Forest/Forest_1288.tif
train,5494,13008,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_2356.tif
train,5495,14089,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_1079.tif
train,5496,21916,8,River,data/EuroSAT_MS/River/River_1373.tif
train,5497,4577,1,Forest,data/EuroSAT_MS/Forest/Forest_2418.tif
train,5498,17936,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_491.tif
train,5499,14303,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_1271.tif
train,5500,17045,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_194.tif
train,5501,6251,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1224.tif
train,5502,16996,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1896.tif
train,5503,10059,3,Highway,data/EuroSAT_MS/Highway/Highway_1952.tif
train,5504,7001,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_190.tif
train,5505,7961,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2764.tif
train,5506,3514,1,Forest,data/EuroSAT_MS/Forest/Forest_1461.tif
train,5507,14777,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_1699.tif
train,5508,17917,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_474.tif
train,5509,25885,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_2696.tif
train,5510,21624,8,River,data/EuroSAT_MS/River/River_111.tif
train,5511,24637,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_1572.tif
train,5512,2183,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2964.tif
train,5513,21154,7,Residential,data/EuroSAT_MS/Residential/Residential_688.tif
train,5514,15407,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_465.tif
train,5515,17462,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2314.tif
train,5516,8520,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_567.tif
train,5517,22091,8,River,data/EuroSAT_MS/River/River_1530.tif
train,5518,51,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1044.tif
train,5519,6146,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_113.tif
train,5520,8513,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_560.tif
train,5521,22514,8,River,data/EuroSAT_MS/River/River_1911.tif
train,5522,6240,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1214.tif
train,5523,13298,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_367.tif
train,5524,8849,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_863.tif
train,5525,5109,1,Forest,data/EuroSAT_MS/Forest/Forest_2898.tif
train,5526,1163,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2045.tif
train,5527,17544,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2389.tif
train,5528,2633,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_669.tif
train,5529,12923,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_228.tif
train,5530,12752,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_2125.tif
train,5531,8161,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2944.tif
train,5532,21513,8,River,data/EuroSAT_MS/River/River_101.tif
train,5533,15009,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_1907.tif
train,5534,25707,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_2535.tif
train,5535,17389,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2249.tif
train,5536,4581,1,Forest,data/EuroSAT_MS/Forest/Forest_2421.tif
train,5537,7547,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2391.tif
train,5538,22842,8,River,data/EuroSAT_MS/River/River_2206.tif
train,5539,9167,3,Highway,data/EuroSAT_MS/Highway/Highway_1149.tif
train,5540,13470,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_521.tif
train,5541,18952,7,Residential,data/EuroSAT_MS/Residential/Residential_1405.tif
train,5542,22535,8,River,data/EuroSAT_MS/River/River_1930.tif
train,5543,25315,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_2182.tif
train,5544,6890,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_180.tif
train,5545,7649,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2483.tif
train,5546,9976,3,Highway,data/EuroSAT_MS/Highway/Highway_1878.tif
train,5547,4813,1,Forest,data/EuroSAT_MS/Forest/Forest_2630.tif
train,5548,13189,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_269.tif
train,5549,4892,1,Forest,data/EuroSAT_MS/Forest/Forest_2701.tif
train,5550,4413,1,Forest,data/EuroSAT_MS/Forest/Forest_2270.tif
train,5551,15335,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_40.tif
train,5552,6104,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1092.tif
train,5553,16613,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1550.tif
train,5554,8851,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_865.tif
train,5555,2554,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_598.tif
train,5556,8189,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_297.tif
train,5557,21667,8,River,data/EuroSAT_MS/River/River_1149.tif
train,5558,9889,3,Highway,data/EuroSAT_MS/Highway/Highway_18.tif
train,5559,10969,3,Highway,data/EuroSAT_MS/Highway/Highway_520.tif
train,5560,5141,1,Forest,data/EuroSAT_MS/Forest/Forest_2926.tif
train,5561,2579,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_62.tif
train,5562,22895,8,River,data/EuroSAT_MS/River/River_2254.tif
train,5563,16096,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1085.tif
train,5564,24979,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_1880.tif
train,5565,21108,7,Residential,data/EuroSAT_MS/Residential/Residential_646.tif
train,5566,7514,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2361.tif
train,5567,5415,1,Forest,data/EuroSAT_MS/Forest/Forest_472.tif
train,5568,13449,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_502.tif
train,5569,21862,8,River,data/EuroSAT_MS/River/River_1324.tif
train,5570,26980,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_981.tif
train,5571,12667,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_2049.tif
train,5572,14333,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_1299.tif
train,5573,2631,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_667.tif
train,5574,9139,3,Highway,data/EuroSAT_MS/Highway/Highway_1123.tif
train,5575,22968,8,River,data/EuroSAT_MS/River/River_232.tif
train,5576,17652,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2486.tif
train,5577,12241,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_1666.tif
train,5578,26304,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_372.tif
train,5579,23874,8,River,data/EuroSAT_MS/River/River_886.tif
train,5580,20749,7,Residential,data/EuroSAT_MS/Residential/Residential_322.tif
train,5581,12059,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_1501.tif
train,5582,26621,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_658.tif
train,5583,646,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1580.tif
train,5584,9158,3,Highway,data/EuroSAT_MS/Highway/Highway_1140.tif
train,5585,18725,7,Residential,data/EuroSAT_MS/Residential/Residential_1200.tif
train,5586,24155,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_1138.tif
train,5587,18646,7,Residential,data/EuroSAT_MS/Residential/Residential_113.tif
train,5588,9266,3,Highway,data/EuroSAT_MS/Highway/Highway_1238.tif
train,5589,2138,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2923.tif
train,5590,11369,3,Highway,data/EuroSAT_MS/Highway/Highway_881.tif
train,5591,20373,7,Residential,data/EuroSAT_MS/Residential/Residential_2685.tif
train,5592,10189,3,Highway,data/EuroSAT_MS/Highway/Highway_2069.tif
train,5593,6496,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1445.tif
train,5594,6226,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1201.tif
train,5595,2002,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2800.tif
train,5596,12714,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_2091.tif
train,5597,14942,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_1847.tif
train,5598,4439,1,Forest,data/EuroSAT_MS/Forest/Forest_2294.tif
train,5599,3118,1,Forest,data/EuroSAT_MS/Forest/Forest_1104.tif
train,5600,2598,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_637.tif
train,5601,12785,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_2155.tif
train,5602,8251,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_324.tif
train,5603,1473,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2324.tif
train,5604,10947,3,Highway,data/EuroSAT_MS/Highway/Highway_500.tif
train,5605,2326,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_392.tif
train,5606,12854,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_2217.tif
train,5607,26930,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_936.tif
train,5608,22493,8,River,data/EuroSAT_MS/River/River_1893.tif
train,5609,22217,8,River,data/EuroSAT_MS/River/River_1644.tif
train,5610,18776,7,Residential,data/EuroSAT_MS/Residential/Residential_1247.tif
train,5611,9505,3,Highway,data/EuroSAT_MS/Highway/Highway_1453.tif
train,5612,4422,1,Forest,data/EuroSAT_MS/Forest/Forest_2279.tif
train,5613,13385,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_445.tif
train,5614,14478,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_1429.tif
train,5615,21204,7,Residential,data/EuroSAT_MS/Residential/Residential_732.tif
train,5616,21766,8,River,data/EuroSAT_MS/River/River_1238.tif
train,5617,5710,1,Forest,data/EuroSAT_MS/Forest/Forest_738.tif
train,5618,13248,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_321.tif
train,5619,24526,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_1472.tif
train,5620,7403,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2261.tif
train,5621,1801,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_262.tif
train,5622,18041,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_586.tif
train,5623,8339,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_403.tif
train,5624,6379,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_134.tif
train,5625,19788,7,Residential,data/EuroSAT_MS/Residential/Residential_2158.tif
train,5626,5093,1,Forest,data/EuroSAT_MS/Forest/Forest_2883.tif
train,5627,12272,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_1694.tif
train,5628,10207,3,Highway,data/EuroSAT_MS/Highway/Highway_2085.tif
train,5629,3686,1,Forest,data/EuroSAT_MS/Forest/Forest_1616.tif
train,5630,20151,7,Residential,data/EuroSAT_MS/Residential/Residential_2485.tif
train,5631,2009,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2807.tif
train,5632,17872,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_433.tif
train,5633,1510,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2358.tif
train,5634,21388,7,Residential,data/EuroSAT_MS/Residential/Residential_899.tif
train,5635,20623,7,Residential,data/EuroSAT_MS/Residential/Residential_291.tif
train,5636,16455,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1408.tif
train,5637,24823,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_174.tif
train,5638,11293,3,Highway,data/EuroSAT_MS/Highway/Highway_812.tif
train,5639,24481,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_1431.tif
train,5640,16039,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1033.tif
train,5641,12423,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_183.tif
train,5642,9724,3,Highway,data/EuroSAT_MS/Highway/Highway_1650.tif
train,5643,10006,3,Highway,data/EuroSAT_MS/Highway/Highway_1904.tif
train,5644,24820,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_1737.tif
train,5645,2837,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_852.tif
train,5646,12410,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_1818.tif
train,5647,10603,3,Highway,data/EuroSAT_MS/Highway/Highway_2441.tif
train,5648,26919,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_926.tif
train,5649,21610,8,River,data/EuroSAT_MS/River/River_1098.tif
train,5650,16177,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1158.tif
train,5651,21884,8,River,data/EuroSAT_MS/River/River_1344.tif
train,5652,26323,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_39.tif
train,5653,22753,8,River,data/EuroSAT_MS/River/River_2126.tif
train,5654,1134,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2019.tif
train,5655,12605,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_1994.tif
train,5656,15917,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_924.tif
train,5657,15588,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_628.tif
train,5658,24055,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_1048.tif
train,5659,18652,7,Residential,data/EuroSAT_MS/Residential/Residential_1135.tif
train,5660,24346,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_131.tif
train,5661,2065,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2858.tif
train,5662,4569,1,Forest,data/EuroSAT_MS/Forest/Forest_2410.tif
train,5663,14685,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_1615.tif
train,5664,5169,1,Forest,data/EuroSAT_MS/Forest/Forest_2951.tif
train,5665,13502,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_550.tif
train,5666,4388,1,Forest,data/EuroSAT_MS/Forest/Forest_2248.tif
train,5667,18787,7,Residential,data/EuroSAT_MS/Residential/Residential_1257.tif
train,5668,11222,3,Highway,data/EuroSAT_MS/Highway/Highway_749.tif
train,5669,2606,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_644.tif
train,5670,10953,3,Highway,data/EuroSAT_MS/Highway/Highway_506.tif
train,5671,3614,1,Forest,data/EuroSAT_MS/Forest/Forest_1551.tif
train,5672,25740,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_2565.tif
train,5673,3526,1,Forest,data/EuroSAT_MS/Forest/Forest_1472.tif
train,5674,1303,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2171.tif
train,5675,10780,3,Highway,data/EuroSAT_MS/Highway/Highway_350.tif
train,5676,13914,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_921.tif
train,5677,16061,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1053.tif
train,5678,9157,3,Highway,data/EuroSAT_MS/Highway/Highway_114.tif
train,5679,5870,1,Forest,data/EuroSAT_MS/Forest/Forest_882.tif
train,5680,19108,7,Residential,data/EuroSAT_MS/Residential/Residential_1546.tif
train,5681,25319,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_2186.tif
train,5682,13203,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_281.tif
train,5683,3070,1,Forest,data/EuroSAT_MS/Forest/Forest_1061.tif
train,5684,4252,1,Forest,data/EuroSAT_MS/Forest/Forest_2125.tif
train,5685,25281,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_2151.tif
train,5686,15722,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_749.tif
train,5687,26615,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_652.tif
train,5688,10019,3,Highway,data/EuroSAT_MS/Highway/Highway_1916.tif
train,5689,9985,3,Highway,data/EuroSAT_MS/Highway/Highway_1886.tif
train,5690,1461,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2313.tif
train,5691,16178,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1159.tif
train,5692,6835,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1750.tif
train,5693,1427,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2283.tif
train,5694,23843,8,River,data/EuroSAT_MS/River/River_858.tif
train,5695,14477,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_1428.tif
train,5696,6401,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_136.tif
train,5697,5938,1,Forest,data/EuroSAT_MS/Forest/Forest_943.tif
train,5698,15445,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_5.tif
train,5699,3986,1,Forest,data/EuroSAT_MS/Forest/Forest_1887.tif
train,5700,21758,8,River,data/EuroSAT_MS/River/River_1230.tif
train,5701,2386,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_446.tif
train,5702,3884,1,Forest,data/EuroSAT_MS/Forest/Forest_1795.tif
train,5703,9652,3,Highway,data/EuroSAT_MS/Highway/Highway_1586.tif
train,5704,19658,7,Residential,data/EuroSAT_MS/Residential/Residential_2040.tif
train,5705,13120,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_2457.tif
train,5706,1115,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2001.tif
train,5707,13250,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_323.tif
train,5708,21928,8,River,data/EuroSAT_MS/River/River_1384.tif
train,5709,10593,3,Highway,data/EuroSAT_MS/Highway/Highway_2432.tif
train,5710,5022,1,Forest,data/EuroSAT_MS/Forest/Forest_2819.tif
train,5711,23629,8,River,data/EuroSAT_MS/River/River_665.tif
train,5712,7644,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2479.tif
train,5713,5739,1,Forest,data/EuroSAT_MS/Forest/Forest_764.tif
train,5714,25821,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_2638.tif
train,5715,16639,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1574.tif
train,5716,23393,8,River,data/EuroSAT_MS/River/River_452.tif
train,5717,16829,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1745.tif
train,5718,3498,1,Forest,data/EuroSAT_MS/Forest/Forest_1447.tif
train,5719,25149,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_2032.tif
train,5720,12578,4,Industrial,data/EuroSAT_MS/Industrial/Industrial_197.tif
train,5721,19762,7,Residential,data/EuroSAT_MS/Residential/Residential_2134.tif
train,5722,26784,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_804.tif
train,5723,11294,3,Highway,data/EuroSAT_MS/Highway/Highway_813.tif
train,5724,5174,1,Forest,data/EuroSAT_MS/Forest/Forest_2956.tif
train,5725,22135,8,River,data/EuroSAT_MS/River/River_1570.tif
train,5726,9159,3,Highway,data/EuroSAT_MS/Highway/Highway_1141.tif
train,5727,23955,8,River,data/EuroSAT_MS/River/River_959.tif
train,5728,1188,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2068.tif
train,5729,10913,3,Highway,data/EuroSAT_MS/Highway/Highway_470.tif
train,5730,9121,3,Highway,data/EuroSAT_MS/Highway/Highway_1107.tif
train,5731,23431,8,River,data/EuroSAT_MS/River/River_487.tif
train,5732,10337,3,Highway,data/EuroSAT_MS/Highway/Highway_2201.tif
train,5733,11187,3,Highway,data/EuroSAT_MS/Highway/Highway_717.tif
train,5734,20268,7,Residential,data/EuroSAT_MS/Residential/Residential_2590.tif
train,5735,19800,7,Residential,data/EuroSAT_MS/Residential/Residential_2169.tif
train,5736,19041,7,Residential,data/EuroSAT_MS/Residential/Residential_1486.tif
train,5737,15248,5,Pasture,data/EuroSAT_MS/Pasture/Pasture_321.tif
train,5738,1683,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2513.tif
train,5739,4072,1,Forest,data/EuroSAT_MS/Forest/Forest_1964.tif
train,5740,9844,3,Highway,data/EuroSAT_MS/Highway/Highway_1759.tif
train,5741,6131,2,HerbaceousVegetation,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1116.tif
train,5742,20238,7,Residential,data/EuroSAT_MS/Residential/Residential_2563.tif
train,5743,23400,8,River,data/EuroSAT_MS/River/River_459.tif
train,5744,26832,9,SeaLake,data/EuroSAT_MS/SeaLake/SeaLake_848.tif
train,5745,16295,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1264.tif
train,5746,9599,3,Highway,data/EuroSAT_MS/Highway/Highway_1538.tif
train,5747,17163,6,PermanentCrop,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2045.tif
train,5748,19979,7,Residential,data/EuroSAT_MS/Residential/Residential_233.tif
train,5749,705,0,AnnualCrop,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1633.tif
