query_index,query_label,AP_percent,first_hit_rank,hit@1,hit@5,hit@10,path,label_name,dataset_index
558,4,72.49403595924377,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1693.tif,Industrial,12271
559,6,27.61429250240326,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1675.tif,PermanentCrop,16751
560,5,50.54301619529724,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1890.tif,Pasture,14990
561,1,59.923118352890015,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1882.tif,Forest,3981
562,1,43.620386719703674,2,False,True,True,data/EuroSAT_MS/Forest/Forest_2143.tif,Forest,4272
563,9,88.86950612068176,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1708.tif,SeaLake,24788
564,0,69.26921010017395,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_286.tif,AnnualCrop,2067
565,6,23.08468073606491,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_946.tif,PermanentCrop,18441
566,0,39.73805606365204,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1257.tif,AnnualCrop,287
567,6,26.449868083000183,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1462.tif,PermanentCrop,16515
568,6,22.757966816425323,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1800.tif,PermanentCrop,16891
569,9,95.42320966720581,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1824.tif,SeaLake,24917
570,7,50.94081163406372,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1687.tif,Residential,19264
571,6,18.70359778404236,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_53.tif,PermanentCrop,17979
572,1,77.29148864746094,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2632.tif,Forest,4815
573,1,59.41160321235657,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2807.tif,Forest,5009
574,1,69.22762989997864,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1097.tif,Forest,3109
575,6,21.08445316553116,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1538.tif,PermanentCrop,16599
576,0,73.81293773651123,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_757.tif,AnnualCrop,2731
577,9,33.47339928150177,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_109.tif,SeaLake,24101
578,0,77.80751585960388,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1233.tif,AnnualCrop,261
579,5,20.496006309986115,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_968.tif,Pasture,15965
580,4,33.72306525707245,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_270.tif,Industrial,13191
581,3,10.872215032577515,1,True,True,True,data/EuroSAT_MS/Highway/Highway_279.tif,Highway,10700
582,7,38.90509903430939,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2974.tif,Residential,20694
583,2,18.933750689029694,12,False,False,False,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_23.tif,HerbaceousVegetation,7445
584,0,67.02284812927246,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_830.tif,AnnualCrop,2813
585,6,25.24556815624237,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2416.tif,PermanentCrop,17575
586,3,9.558165818452835,6,False,False,True,data/EuroSAT_MS/Highway/Highway_2213.tif,Highway,10350
587,0,25.12018084526062,7,False,False,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1865.tif,AnnualCrop,962
588,3,25.263386964797974,1,True,True,True,data/EuroSAT_MS/Highway/Highway_191.tif,Highway,10012
589,9,73.95713329315186,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_2361.tif,SeaLake,25514
590,7,43.49111020565033,1,True,True,True,data/EuroSAT_MS/Residential/Residential_656.tif,Residential,21119
591,3,38.66603374481201,1,True,True,True,data/EuroSAT_MS/Highway/Highway_455.tif,Highway,10896
592,3,29.639118909835815,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1054.tif,Highway,9062
593,9,65.49214124679565,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_917.tif,SeaLake,26909
594,1,71.64492011070251,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1334.tif,Forest,3373
595,8,25.15789270401001,1,True,True,True,data/EuroSAT_MS/River/River_458.tif,River,23399
596,8,30.4939866065979,1,True,True,True,data/EuroSAT_MS/River/River_1463.tif,River,22016
597,2,26.85430645942688,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1826.tif,HerbaceousVegetation,6919
598,0,47.76669442653656,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_68.tif,AnnualCrop,2645
599,9,30.07681667804718,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_2979.tif,SeaLake,26199
600,1,64.11800384521484,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2264.tif,Forest,4406
601,8,22.620709240436554,1,True,True,True,data/EuroSAT_MS/River/River_2401.tif,River,23059
602,8,21.04213386774063,3,False,True,True,data/EuroSAT_MS/River/River_1355.tif,River,21896
603,6,32.17456340789795,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1206.tif,PermanentCrop,16231
604,9,95.43567895889282,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1647.tif,SeaLake,24720
605,3,22.32471853494644,1,True,True,True,data/EuroSAT_MS/Highway/Highway_845.tif,Highway,11329
606,5,24.577966332435608,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1506.tif,Pasture,14564
607,4,45.73861062526703,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_828.tif,Industrial,13810
608,4,62.877655029296875,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1548.tif,Industrial,12110
609,9,95.4828679561615,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1491.tif,SeaLake,24547
610,5,11.493036895990372,2,False,True,True,data/EuroSAT_MS/Pasture/Pasture_1329.tif,Pasture,14367
611,6,25.291022658348083,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2436.tif,PermanentCrop,17597
612,8,48.647770285606384,1,True,True,True,data/EuroSAT_MS/River/River_1144.tif,River,21662
613,3,28.35022509098053,1,True,True,True,data/EuroSAT_MS/Highway/Highway_697.tif,Highway,11164
614,8,45.961394906044006,1,True,True,True,data/EuroSAT_MS/River/River_397.tif,River,23331
615,6,13.727323710918427,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_353.tif,PermanentCrop,17783
616,2,43.91244053840637,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_616.tif,HerbaceousVegetation,8575
617,6,22.820907831192017,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_360.tif,PermanentCrop,17791
618,3,43.93978416919708,2,False,True,True,data/EuroSAT_MS/Highway/Highway_939.tif,Highway,11433
619,0,63.08862566947937,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1141.tif,AnnualCrop,159
620,3,17.17442274093628,1,True,True,True,data/EuroSAT_MS/Highway/Highway_603.tif,Highway,11061
621,9,95.427805185318,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1247.tif,SeaLake,24276
622,1,70.86561322212219,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2608.tif,Forest,4788
623,2,53.680574893951416,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_19.tif,HerbaceousVegetation,7000
624,1,60.94425916671753,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2442.tif,Forest,4604
625,1,77.2148072719574,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1659.tif,Forest,3733
626,1,62.31067776679993,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2716.tif,Forest,4908
627,0,48.85613024234772,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_575.tif,AnnualCrop,2529
628,3,39.15700316429138,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1805.tif,Highway,9896
629,6,25.137412548065186,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1545.tif,PermanentCrop,16607
630,0,40.00822305679321,2,False,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1798.tif,AnnualCrop,887
631,4,54.017555713653564,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2140.tif,Industrial,12769
632,7,37.407755851745605,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1545.tif,Residential,19107
633,9,38.22120726108551,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1981.tif,SeaLake,25091
634,5,42.478570342063904,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_289.tif,Pasture,15211
635,6,34.21346843242645,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1.tif,PermanentCrop,16000
636,6,12.64515370130539,4,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2042.tif,PermanentCrop,17160
637,9,95.38311958312988,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_2196.tif,SeaLake,25330
638,1,64.7423267364502,1,True,True,True,data/EuroSAT_MS/Forest/Forest_592.tif,Forest,5548
639,1,71.30346894264221,1,True,True,True,data/EuroSAT_MS/Forest/Forest_911.tif,Forest,5903
640,3,8.481474965810776,7,False,False,True,data/EuroSAT_MS/Highway/Highway_1840.tif,Highway,9935
641,8,20.4984650015831,1,True,True,True,data/EuroSAT_MS/River/River_128.tif,River,21812
642,2,62.43526339530945,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1763.tif,HerbaceousVegetation,6849
643,7,21.825656294822693,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1022.tif,Residential,18527
644,0,56.70010447502136,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1799.tif,AnnualCrop,888
645,7,58.46041440963745,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1156.tif,Residential,18675
646,6,14.92859274148941,2,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2226.tif,PermanentCrop,17364
647,5,28.04531157016754,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_226.tif,Pasture,15142
648,3,17.139562964439392,2,False,True,True,data/EuroSAT_MS/Highway/Highway_1138.tif,Highway,9155
649,1,69.28016543388367,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1355.tif,Forest,3396
650,2,44.868144392967224,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1995.tif,HerbaceousVegetation,7106
651,9,46.68378829956055,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_406.tif,SeaLake,26342
652,6,15.212246775627136,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_90.tif,PermanentCrop,18390
653,6,14.447067677974701,3,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2169.tif,PermanentCrop,17300
654,7,46.3260293006897,1,True,True,True,data/EuroSAT_MS/Residential/Residential_683.tif,Residential,21149
655,9,95.2816903591156,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1604.tif,SeaLake,24673
656,9,95.33783197402954,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1377.tif,SeaLake,24420
657,5,23.492133617401123,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_566.tif,Pasture,15519
658,7,39.80175256729126,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1821.tif,Residential,19414
659,3,33.54024291038513,1,True,True,True,data/EuroSAT_MS/Highway/Highway_2409.tif,Highway,10567
660,5,20.908573269844055,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1664.tif,Pasture,14739
661,9,95.93858122825623,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_2441.tif,SeaLake,25603
662,7,56.43887519836426,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1733.tif,Residential,19316
663,2,23.25523942708969,7,False,False,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1774.tif,HerbaceousVegetation,6861
664,3,23.538073897361755,1,True,True,True,data/EuroSAT_MS/Highway/Highway_843.tif,Highway,11327
665,4,73.94732236862183,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_652.tif,Industrial,13615
666,3,31.99899196624756,1,True,True,True,data/EuroSAT_MS/Highway/Highway_918.tif,Highway,11410
667,2,61.511409282684326,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1656.tif,HerbaceousVegetation,6730
668,1,33.39495062828064,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2440.tif,Forest,4602
669,9,95.69745659828186,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1183.tif,SeaLake,24205
670,8,41.27916097640991,1,True,True,True,data/EuroSAT_MS/River/River_54.tif,River,23490
671,5,39.594584703445435,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1916.tif,Pasture,15019
672,2,49.205875396728516,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_268.tif,HerbaceousVegetation,7867
673,2,35.22968292236328,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2926.tif,HerbaceousVegetation,8141
674,6,36.23941242694855,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_652.tif,PermanentCrop,18115
675,1,66.74520373344421,1,True,True,True,data/EuroSAT_MS/Forest/Forest_531.tif,Forest,5481
676,9,95.51372528076172,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_946.tif,SeaLake,26941
677,1,72.40105271339417,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1912.tif,Forest,4015
678,6,42.43853688240051,2,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2422.tif,PermanentCrop,17582
679,9,95.39794921875,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_2654.tif,SeaLake,25839
680,4,76.18861198425293,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_795.tif,Industrial,13773
681,0,55.16510605812073,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1536.tif,AnnualCrop,597
682,1,64.68285918235779,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1974.tif,Forest,4083
683,0,63.75927925109863,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1543.tif,AnnualCrop,605
684,6,26.03076696395874,7,False,False,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_442.tif,PermanentCrop,17882
685,2,31.486013531684875,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_600.tif,HerbaceousVegetation,8558
686,3,31.561431288719177,1,True,True,True,data/EuroSAT_MS/Highway/Highway_442.tif,Highway,10882
687,9,54.542917013168335,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_2898.tif,SeaLake,26109
688,5,12.965214252471924,5,False,True,True,data/EuroSAT_MS/Pasture/Pasture_876.tif,Pasture,15863
689,2,33.44994783401489,3,False,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2649.tif,HerbaceousVegetation,7833
690,3,30.498594045639038,1,True,True,True,data/EuroSAT_MS/Highway/Highway_13.tif,Highway,9334
691,6,20.91890722513199,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2149.tif,PermanentCrop,17278
692,0,61.492711305618286,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_313.tif,AnnualCrop,2239
693,9,95.49671411514282,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1016.tif,SeaLake,24020
694,8,14.562124013900757,3,False,True,True,data/EuroSAT_MS/River/River_1751.tif,River,22336
695,3,10.263767093420029,5,False,True,True,data/EuroSAT_MS/Highway/Highway_101.tif,Highway,9013
696,3,35.43393015861511,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1338.tif,Highway,9377
697,6,17.394806444644928,4,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_522.tif,PermanentCrop,17971
698,6,26.22412145137787,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2264.tif,PermanentCrop,17406
699,0,67.28413701057434,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_783.tif,AnnualCrop,2760
700,1,62.39848732948303,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1206.tif,Forest,3231
701,2,61.48132085800171,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2217.tif,HerbaceousVegetation,7354
702,3,35.03592610359192,1,True,True,True,data/EuroSAT_MS/Highway/Highway_2271.tif,Highway,10414
703,3,31.293010711669922,1,True,True,True,data/EuroSAT_MS/Highway/Highway_2086.tif,Highway,10208
704,9,95.45760154724121,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_2065.tif,SeaLake,25185
705,6,19.626471400260925,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1091.tif,PermanentCrop,16103
706,7,57.032716274261475,1,True,True,True,data/EuroSAT_MS/Residential/Residential_28.tif,Residential,20500
707,9,95.68395018577576,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_251.tif,SeaLake,25679
708,1,82.66778588294983,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2886.tif,Forest,5096
709,2,37.686145305633545,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_813.tif,HerbaceousVegetation,8794
710,1,63.51627707481384,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2085.tif,Forest,4207
711,7,21.808047592639923,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2698.tif,Residential,20387
712,6,21.129493415355682,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_826.tif,PermanentCrop,18308
713,9,95.48940062522888,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_323.tif,SeaLake,26250
714,6,32.24960267543793,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_514.tif,PermanentCrop,17962
715,2,52.83277630805969,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2277.tif,HerbaceousVegetation,7420
716,8,31.141766905784607,1,True,True,True,data/EuroSAT_MS/River/River_1707.tif,River,22287
717,9,95.407235622406,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_835.tif,SeaLake,26818
718,2,53.73682975769043,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1373.tif,HerbaceousVegetation,6416
719,1,76.20482444763184,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1181.tif,Forest,3203
720,1,55.744338035583496,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1633.tif,Forest,3705
721,9,25.944066047668457,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_173.tif,SeaLake,24812
722,3,17.943944036960602,2,False,True,True,data/EuroSAT_MS/Highway/Highway_1480.tif,Highway,9535
723,4,59.58794951438904,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_613.tif,Industrial,13572
724,1,55.59502840042114,1,True,True,True,data/EuroSAT_MS/Forest/Forest_559.tif,Forest,5511
725,6,27.23132073879242,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_728.tif,PermanentCrop,18199
726,6,40.22020101547241,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1750.tif,PermanentCrop,16835
727,4,72.05246686935425,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2067.tif,Industrial,12687
728,3,25.8253812789917,1,True,True,True,data/EuroSAT_MS/Highway/Highway_203.tif,Highway,10146
729,9,21.023190021514893,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_460.tif,SeaLake,26402
730,7,44.82053518295288,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2998.tif,Residential,20720
731,8,14.378488063812256,3,False,True,True,data/EuroSAT_MS/River/River_2063.tif,River,22683
732,1,61.11571788787842,1,True,True,True,data/EuroSAT_MS/Forest/Forest_757.tif,Forest,5731
733,3,17.638494074344635,2,False,True,True,data/EuroSAT_MS/Highway/Highway_1646.tif,Highway,9719
734,7,58.695852756500244,1,True,True,True,data/EuroSAT_MS/Residential/Residential_253.tif,Residential,20201
735,4,10.736024379730225,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2473.tif,Industrial,13138
736,9,95.53198218345642,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_2750.tif,SeaLake,25946
737,7,20.84636241197586,2,False,True,True,data/EuroSAT_MS/Residential/Residential_168.tif,Residential,19256
738,8,24.100615084171295,1,True,True,True,data/EuroSAT_MS/River/River_1814.tif,River,22406
739,7,16.158010065555573,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2177.tif,Residential,19809
740,3,12.62916475534439,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1103.tif,Highway,9117
741,4,62.664419412612915,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2162.tif,Industrial,12793
742,5,47.114577889442444,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_369.tif,Pasture,15300
743,9,95.46409249305725,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_939.tif,SeaLake,26933
744,1,74.19964671134949,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2216.tif,Forest,4353
745,8,34.55513119697571,1,True,True,True,data/EuroSAT_MS/River/River_467.tif,River,23409
746,6,43.293482065200806,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1713.tif,PermanentCrop,16794
747,6,11.993738263845444,2,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_624.tif,PermanentCrop,18084
748,4,69.04277205467224,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_443.tif,Industrial,13383
749,8,14.521580934524536,1,True,True,True,data/EuroSAT_MS/River/River_2158.tif,River,22788
750,4,67.16774702072144,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_871.tif,Industrial,13858
751,4,66.31859540939331,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1925.tif,Industrial,12529
752,0,49.172088503837585,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2597.tif,AnnualCrop,1775
753,2,43.73093247413635,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_580.tif,HerbaceousVegetation,8535
754,1,77.29224562644958,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2801.tif,Forest,5003
755,5,30.945023894309998,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_341.tif,Pasture,15270
756,8,57.73705244064331,1,True,True,True,data/EuroSAT_MS/River/River_1801.tif,River,22392
757,8,16.30912721157074,3,False,True,True,data/EuroSAT_MS/River/River_513.tif,River,23461
758,7,44.627222418785095,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2954.tif,Residential,20672
759,8,25.098633766174316,2,False,True,True,data/EuroSAT_MS/River/River_2164.tif,River,22795
760,2,18.60991269350052,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1288.tif,HerbaceousVegetation,6321
761,3,36.548829078674316,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1827.tif,Highway,9920
762,0,65.69146513938904,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2772.tif,AnnualCrop,1970
763,2,26.69559121131897,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_404.tif,HerbaceousVegetation,8340
764,6,31.54664933681488,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1287.tif,PermanentCrop,16320
765,7,59.96968746185303,1,True,True,True,data/EuroSAT_MS/Residential/Residential_57.tif,Residential,21023
766,1,74.342942237854,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2033.tif,Forest,4150
767,2,60.429054498672485,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_798.tif,HerbaceousVegetation,8776
768,6,39.42900598049164,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_845.tif,PermanentCrop,18329
769,1,53.795504570007324,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2497.tif,Forest,4664
770,2,63.91078233718872,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1207.tif,HerbaceousVegetation,6232
771,6,38.32387328147888,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1986.tif,PermanentCrop,17096
772,9,95.37011981010437,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_456.tif,SeaLake,26397
773,8,39.75265622138977,1,True,True,True,data/EuroSAT_MS/River/River_114.tif,River,21657
774,7,55.27790188789368,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2355.tif,Residential,20007
775,2,55.362558364868164,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2293.tif,HerbaceousVegetation,7438
776,4,89.38862085342407,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_670.tif,Industrial,13635
777,9,95.3879714012146,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_74.tif,SeaLake,26712
778,4,52.355802059173584,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1858.tif,Industrial,12454
779,5,31.480610370635986,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_658.tif,Pasture,15621
780,1,73.35118651390076,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1683.tif,Forest,3760
781,1,57.13448524475098,1,True,True,True,data/EuroSAT_MS/Forest/Forest_464.tif,Forest,5406
782,5,23.60643446445465,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_323.tif,Pasture,15250
783,9,24.5018407702446,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_730.tif,SeaLake,26702
784,7,60.49033999443054,1,True,True,True,data/EuroSAT_MS/Residential/Residential_749.tif,Residential,21222
785,4,36.579543352127075,3,False,True,True,data/EuroSAT_MS/Industrial/Industrial_343.tif,Industrial,13272
786,0,29.083824157714844,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2837.tif,AnnualCrop,2042
787,4,61.40354871749878,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_694.tif,Industrial,13661
788,7,49.76610243320465,1,True,True,True,data/EuroSAT_MS/Residential/Residential_108.tif,Residential,18590
789,6,13.634222745895386,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2197.tif,PermanentCrop,17331
790,7,68.63195896148682,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2672.tif,Residential,20359
791,6,47.32017517089844,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2105.tif,PermanentCrop,17230
792,9,32.93285369873047,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_322.tif,SeaLake,26249
793,5,37.76424527168274,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_844.tif,Pasture,15828
794,3,31.55977427959442,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1010.tif,Highway,9014
795,0,71.20238542556763,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2000.tif,AnnualCrop,1114
796,7,36.41764521598816,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1185.tif,Residential,18707
797,8,50.793641805648804,1,True,True,True,data/EuroSAT_MS/River/River_2022.tif,River,22638
