query_index,num_active_labels,num_relevant_gallery,AP_percent,first_hit_rank,hit@1,hit@5,hit@10,patch_name,label_names
158,2,5997,72.42701053619385,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_62_13,Coniferous forest|Transitional woodland/shrub
159,4,8177,90.97678065299988,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_62_16,"Broad-leaved forest|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
160,4,7891,86.73771023750305,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_63_15,"Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
161,3,7130,82.86205530166626,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_65_17,"Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
162,3,6507,72.90305495262146,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_66_18,Coniferous forest|Transitional woodland/shrub|Urban fabric
163,2,7597,80.00447750091553,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_66_76,Arable land|Transitional woodland/shrub
164,2,7597,79.59502935409546,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_66_77,Arable land|Transitional woodland/shrub
165,3,7746,80.52592277526855,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_67_18,Broad-leaved forest|Complex cultivation patterns|Transitional woodland/shrub
166,2,7597,80.6490421295166,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_67_75,Arable land|Transitional woodland/shrub
167,1,2429,28.69408130645752,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_67_77,Pastures
168,3,7278,78.382408618927,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_68_15,Complex cultivation patterns|Coniferous forest|Transitional woodland/shrub
169,3,7270,84.95490550994873,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_68_21,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
170,2,5277,50.62019228935242,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_68_71,Arable land|Mixed forest
171,3,8789,90.84948897361755,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_68_75,Arable land|Broad-leaved forest|Transitional woodland/shrub
172,1,2268,31.570357084274292,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_69_46,Complex cultivation patterns
173,1,5508,74.13256764411926,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_69_57,Broad-leaved forest
174,2,7680,79.06328439712524,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_69_60,Arable land|Broad-leaved forest
175,1,3907,40.9733921289444,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_69_72,Arable land
176,3,6507,73.4320342540741,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_70_15,Coniferous forest|Transitional woodland/shrub|Urban fabric
177,3,6613,78.18631529808044,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_70_27,Mixed forest|Transitional woodland/shrub|Urban fabric
178,4,8100,90.92381596565247,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_70_28,"Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland/shrub"
179,1,5508,72.25967049598694,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_70_63,Broad-leaved forest
180,1,3907,47.06904888153076,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_70_72,Arable land
181,1,3907,45.36142945289612,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_70_73,Arable land
182,4,7450,79.55823540687561,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_71_16,"Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub|Urban fabric"
183,2,6487,77.8213381767273,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_71_19,Complex cultivation patterns|Transitional woodland/shrub
184,4,8177,86.48698925971985,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_71_24,"Broad-leaved forest|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
185,4,8152,90.82908630371094,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_71_38,"Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
186,3,8346,87.94552087783813,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_71_43,"Arable land|Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation"
187,2,7680,81.81427717208862,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_71_59,Arable land|Broad-leaved forest
188,1,5176,56.95433020591736,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_71_76,Transitional woodland/shrub
189,2,6505,79.58267331123352,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_72_51,Broad-leaved forest|Complex cultivation patterns
190,3,7760,80.82417249679565,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_72_54,Broad-leaved forest|Pastures|Urban fabric
191,2,7680,81.72873258590698,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_72_57,Arable land|Broad-leaved forest
192,3,8789,91.49437546730042,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_72_67,Arable land|Broad-leaved forest|Transitional woodland/shrub
193,1,5176,55.5677056312561,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_73_14,Transitional woodland/shrub
194,1,5176,57.242971658706665,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_73_16,Transitional woodland/shrub
195,2,6510,78.32004427909851,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_73_50,"Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation"
196,2,7044,84.89852547645569,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_73_58,Broad-leaved forest|Transitional woodland/shrub
197,2,7044,84.70730781555176,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_73_66,Broad-leaved forest|Transitional woodland/shrub
198,3,8789,92.36878752708435,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_73_67,Arable land|Broad-leaved forest|Transitional woodland/shrub
199,2,4194,47.52252995967865,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_74_23,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
200,4,9139,96.11178636550903,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_74_44,"Arable land|Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
201,2,5105,42.63673722743988,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_74_71,Arable land|Pastures
202,5,8574,92.88662075996399,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_75_21,"Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland/shrub"
203,4,7903,89.64650630950928,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_75_24,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland/shrub"
204,6,8715,89.25766348838806,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_75_25,"Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland/shrub|Urban fabric"
205,6,9695,98.01063537597656,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_75_49,"Arable land|Broad-leaved forest|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
206,2,7680,80.32315969467163,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_75_59,Arable land|Broad-leaved forest
207,3,7659,88.82594108581543,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_76_29,Broad-leaved forest|Mixed forest|Transitional woodland/shrub
208,3,7726,77.49603986740112,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_77_38,Arable land|Broad-leaved forest|Natural grassland and sparsely vegetated areas
209,2,4112,32.39456117153168,9,False,False,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_13_33,Arable land|Natural grassland and sparsely vegetated areas
210,1,3907,29.301685094833374,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_13_50,Arable land
211,1,3907,29.608359932899475,16,False,False,False,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_14_26,Arable land
212,1,3907,41.21052324771881,3,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_14_32,Arable land
213,3,8478,84.43571329116821,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_14_47,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
214,3,7778,81.3817024230957,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_14_58,Arable land|Transitional woodland/shrub|Urban fabric
215,2,7044,83.32412838935852,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_14_64,Broad-leaved forest|Transitional woodland/shrub
216,3,7737,89.04855251312256,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_14_70,Broad-leaved forest|Coniferous forest|Transitional woodland/shrub
217,2,7044,88.15169930458069,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_14_71,Broad-leaved forest|Transitional woodland/shrub
218,4,8205,87.11349964141846,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_15_19,Arable land|Complex cultivation patterns|Natural grassland and sparsely vegetated areas|Transitional woodland/shrub
219,3,8478,88.49589824676514,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_15_28,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
220,3,6181,57.40227699279785,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_15_38,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
221,4,8568,86.25708818435669,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_15_41,"Arable land|Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
222,3,6606,72.68327474594116,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_15_53,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
223,3,6154,77.63657569885254,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_15_54,Arable land|Complex cultivation patterns|Pastures
224,4,8772,93.57373714447021,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_15_55,Arable land|Complex cultivation patterns|Pastures|Transitional woodland/shrub
225,3,8075,82.28991031646729,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_16_17,Arable land|Broad-leaved forest|Complex cultivation patterns
226,2,5105,55.18951416015625,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_16_33,Arable land|Pastures
227,5,9198,92.06569790840149,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_16_49,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland/shrub"
228,3,7204,66.20848178863525,2,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_16_50,"Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland/shrub"
229,3,7641,91.10057950019836,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_16_73,"Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
230,2,3719,31.143704056739807,4,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_16_75,Complex cultivation patterns|Coniferous forest
231,3,6772,62.52028942108154,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_17_17,Broad-leaved forest|Complex cultivation patterns|Urban fabric
232,3,8293,89.60855603218079,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_17_25,Arable land|Pastures|Transitional woodland/shrub
233,3,5981,58.65629315376282,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_17_32,Arable land|Coniferous forest|Pastures
234,3,5981,72.66772985458374,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_17_33,Arable land|Coniferous forest|Pastures
235,3,8075,81.8207859992981,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_17_41,Arable land|Broad-leaved forest|Complex cultivation patterns
236,3,8789,85.37341356277466,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_17_58,Arable land|Broad-leaved forest|Transitional woodland/shrub
237,2,5105,62.98454403877258,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_18_33,Arable land|Pastures
238,3,8789,90.37465453147888,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_19_20,Arable land|Broad-leaved forest|Transitional woodland/shrub
239,4,9333,95.45390605926514,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_19_22,Arable land|Broad-leaved forest|Pastures|Transitional woodland/shrub
240,2,7044,78.90914678573608,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_19_55,Broad-leaved forest|Transitional woodland/shrub
241,2,7044,82.80276656150818,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_19_61,Broad-leaved forest|Transitional woodland/shrub
242,2,2600,25.913837552070618,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_19_77,Complex cultivation patterns|Urban fabric
243,3,8789,92.37425923347473,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_20_13,Arable land|Broad-leaved forest|Transitional woodland/shrub
244,3,7679,76.11705660820007,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_20_41,Mixed forest|Pastures|Transitional woodland/shrub
245,3,8529,91.62901043891907,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_20_43,Broad-leaved forest|Pastures|Transitional woodland/shrub
246,1,5176,65.4975175857544,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_20_68,Transitional woodland/shrub
247,3,7641,88.37906122207642,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_21_17,"Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
248,4,8957,87.4781608581543,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_21_28,"Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures|Transitional woodland/shrub"
249,4,9333,97.3671555519104,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_21_31,Arable land|Broad-leaved forest|Pastures|Transitional woodland/shrub
250,3,7679,81.28540515899658,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_21_41,Mixed forest|Pastures|Transitional woodland/shrub
251,2,5997,72.58793115615845,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_21_67,Coniferous forest|Transitional woodland/shrub
252,2,7044,83.61408114433289,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_22_18,Broad-leaved forest|Transitional woodland/shrub
253,4,9139,95.05172967910767,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_22_27,"Arable land|Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
254,3,7641,90.79427719116211,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_22_30,"Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
255,3,8789,92.09735989570618,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_22_45,Arable land|Broad-leaved forest|Transitional woodland/shrub
256,2,7044,80.15590310096741,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_22_46,Broad-leaved forest|Transitional woodland/shrub
257,2,7044,84.47970151901245,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_22_61,Broad-leaved forest|Transitional woodland/shrub
258,3,7746,86.71226501464844,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_22_63,Broad-leaved forest|Complex cultivation patterns|Transitional woodland/shrub
259,3,7737,87.9701554775238,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_22_65,Broad-leaved forest|Coniferous forest|Transitional woodland/shrub
260,2,4194,44.38924491405487,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_22_73,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
261,3,6606,66.06760025024414,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_23_73,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
262,3,6606,64.6331250667572,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_23_74,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
263,3,8146,86.76300048828125,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_24_22,Arable land|Complex cultivation patterns|Transitional woodland/shrub
264,4,6687,74.50479865074158,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_24_74,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
265,5,9067,92.25565791130066,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_25_20,Arable land|Broad-leaved forest|Complex cultivation patterns|Transitional woodland/shrub|Urban fabric
266,1,5176,62.32823729515076,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_25_70,Transitional woodland/shrub
267,4,6273,72.84207344055176,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_25_73,Arable land|Complex cultivation patterns|Pastures|Urban fabric
268,2,7680,79.61368560791016,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_26_15,Arable land|Broad-leaved forest
269,3,8346,87.60632276535034,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_26_17,"Arable land|Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation"
270,4,9139,95.93129754066467,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_27_17,"Arable land|Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
271,2,2600,37.775760889053345,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_28_73,Complex cultivation patterns|Urban fabric
272,3,8146,85.01377701759338,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_31_14,Arable land|Complex cultivation patterns|Transitional woodland/shrub
273,3,6606,75.02157688140869,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_31_71,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
274,2,6510,82.12116360664368,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_32_18,"Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation"
275,2,2600,27.78206765651703,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_32_73,Complex cultivation patterns|Urban fabric
276,4,8957,96.1664617061615,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_33_18,"Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures|Transitional woodland/shrub"
277,2,7044,82.43467211723328,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_33_69,Broad-leaved forest|Transitional woodland/shrub
278,1,725,23.10875654220581,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_33_74,Urban fabric
279,2,7044,84.11275148391724,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_34_17,Broad-leaved forest|Transitional woodland/shrub
280,3,8789,92.3604667186737,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_35_13,Arable land|Broad-leaved forest|Transitional woodland/shrub
281,3,8789,90.81246256828308,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_35_21,Arable land|Broad-leaved forest|Transitional woodland/shrub
282,2,2600,32.06781446933746,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_35_74,Complex cultivation patterns|Urban fabric
283,2,6505,68.78262758255005,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_36_13,Broad-leaved forest|Complex cultivation patterns
284,4,9139,95.00178098678589,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_36_22,"Arable land|Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
285,4,9333,95.97727060317993,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_37_20,Arable land|Broad-leaved forest|Pastures|Transitional woodland/shrub
286,2,7680,79.27795052528381,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_38_16,Arable land|Broad-leaved forest
287,3,4607,51.14237070083618,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_39_73,Complex cultivation patterns|Natural grassland and sparsely vegetated areas|Pastures
288,3,8293,88.8771653175354,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_40_18,Arable land|Pastures|Transitional woodland/shrub
289,2,4201,46.008288860321045,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_40_70,Arable land|Urban fabric
290,1,2268,30.195319652557373,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_40_72,Complex cultivation patterns
291,3,5227,64.49764370918274,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_40_74,Arable land|Complex cultivation patterns|Urban fabric
292,3,8529,92.74343848228455,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_41_18,Broad-leaved forest|Pastures|Transitional woodland/shrub
293,4,9139,94.60750222206116,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_41_22,"Arable land|Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
294,1,5176,58.39853882789612,4,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_42_13,Transitional woodland/shrub
295,2,7680,78.5348117351532,2,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_42_15,Arable land|Broad-leaved forest
296,3,8789,90.61768054962158,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_43_15,Arable land|Broad-leaved forest|Transitional woodland/shrub
297,3,8146,83.90676975250244,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_43_20,Arable land|Complex cultivation patterns|Transitional woodland/shrub
298,3,8075,80.67737817764282,2,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_44_19,Arable land|Broad-leaved forest|Complex cultivation patterns
299,2,6028,60.64425706863403,2,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_44_74,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation"
300,3,8472,88.90434503555298,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_45_18,Arable land|Broad-leaved forest|Pastures
301,3,8472,87.97249794006348,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_45_21,Arable land|Broad-leaved forest|Pastures
302,2,7680,79.71830368041992,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_45_22,Arable land|Broad-leaved forest
303,2,4194,42.53188371658325,2,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_46_70,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
304,1,2268,22.418344020843506,2,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_46_75,Complex cultivation patterns
305,3,4676,41.05749726295471,3,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_46_77,Complex cultivation patterns|Pastures|Urban fabric
306,1,3907,44.41007375717163,3,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_47_17,Arable land
307,3,8146,86.2092137336731,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_50_21,Arable land|Complex cultivation patterns|Transitional woodland/shrub
308,3,4420,52.665239572525024,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_51_72,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
309,2,4894,47.90210723876953,2,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_51_74,"Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures"
310,3,8246,85.12850999832153,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_52_15,Arable land|Coniferous forest|Transitional woodland/shrub
311,1,3907,55.77002763748169,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_54_15,Arable land
312,1,3907,43.08924376964569,3,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_54_19,Arable land
313,2,7597,81.49639368057251,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_55_18,Arable land|Transitional woodland/shrub
314,1,3907,48.30698072910309,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_55_19,Arable land
315,2,3335,36.890584230422974,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_56_77,"Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
316,1,725,25.298553705215454,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_57_75,Urban fabric
317,1,2429,30.471554398536682,1,True,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_58_22,Pastures
318,2,2600,27.41706371307373,4,False,True,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_60_70,Complex cultivation patterns|Urban fabric
319,1,2268,24.821949005126953,6,False,False,True,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_61_77,Complex cultivation patterns
